Name,Description,Footprint,Manufacturer,MPN,Storage,Total Stock,URL,Meta-Parts,Lead-Times
NAE-CW305-04-7A100-0.25-M,"Artix 7A100 FPGA Target - 250 mOhm, VCC INT Cap.",,,,,0,https://PARTSBOX.COM/IC236D7JG5RJFKAWZA3Z9KFG8TB,,
110991328,Heat Sink Kit for Raspberry Pi 4B - Black Aluminum,,Seeed Studio,110991328,shelf3,174,https://PARTSBOX.COM/I23Y6BCMHNYGHQAN6GHM5T8BTPB,,
NLABEL-L443,STM32L4 LABEL,,,,shelf5,1,https://PARTSBOX.COM/IF5ZK6QFTPCKBC9H06G90Q2GRV8,,
GU112X16G-7003,Vacuum Fluorescent Display (VFD) 16 x 2 Graphic 4.75V ~ 5.25V Serial 80.00mm x 36.00mm x 8.80mm,,Noritake,GU112X16G-7003,MECHANICAL AREA,5,https://PARTSBOX.COM/I5ACRD97V5WKQDBKHA681N4NASV,,
USB4085-GF-A,USB4085 Series 20 V PCB Top Mount USB 2.0 Type C Receptacle,,Global Connector Technology,USB4085-GF-A,Office 9,106,https://PARTSBOX.COM/IB3ASWSEQ0PKNYBEZZP47ZSQ6B2,,
XLL536200.000000I,XLL Series 5 x 3.2 mm 200 MHz 3.3 V ±25 ppm -40 to +85°C XO LVDS Oscillator,,Renesas,XLL536200.000000I,Office 9,190,https://PARTSBOX.COM/ICPP7R13KC4HSE9MNZDS4WGN3SB,,
NBOX-BOOK-BOX,Corrugated brown boxes,,,,large storage room,82,https://PARTSBOX.COM/I66J6KHN4SGG0P8ABQRVTH8AA9F,,
CON07HDR-01 (68000-107HLF),Conn Unshrouded Header HDR 7 POS 2.54mm Solder ST Top Entry Thru-Hole BergStik® Bulk,,Amphenol Communications Solutions,68000-107HLF,shelf4,79,https://PARTSBOX.COM/IBJ1AQB3JEMHHG8N3R8SQ8HGMXX,,
FT4232HQ,USB Hi-Speed to Quad Channel Serial UART/JTAG/SPI/I2C IC - QFN-64,,FTDI,FT4232HQ,Office 9,149,https://PARTSBOX.COM/I6TGH6X7JJ8JGT92AS67MRNQESH,,
STM32U585QII3,MCU 32-bit ARM Cortex M33 RISC 2MB Flash 3.3V 132-Pin UFBGA Tray,,STMicroelectronics,STM32U585QII3,Office 9,49,https://PARTSBOX.COM/IFZDJJADVGEKMCBBS9B1XF0ZKBM,,
CCHIP-10n-0603,"Capacitor, 10nF, 0603 (16V to 50V)",,,,,3192,https://PARTSBOX.COM/I2A2CNDX5G0GXQANKTSR72WMY52,,
NAE-CW308T-MPC5676R (TESTED),UFO Target board MPC5676R,,,,shelf5,5,https://PARTSBOX.COM/I1885WTANN0HPNAGYK66F2S7QKS,,
RCHIP-10K-0603 (RC0603FR-0710KL),RC_L Series 0603 10 kO ±1% 0.1 W ±100 ppm/°C Thick Film Chip Resistor,603,Yageo,RC0603FR-0710KL,Office 9,4114,https://PARTSBOX.COM/I6W7SWHEBFGGKF8RHP1S9V3T3WT,RCHIP-10K-0603,
5008,Test Point; Compact; THM; PC; .350 L; .125 OD; Heat Resistant Nylon 46; Orange,,Keystone,5008,shelf3,114,https://PARTSBOX.COM/I55DDYD3ZNWG1QBQD3KEYM2Y3C5,,
NPCA-CWHUSKY-03,Chipwhisperer Husky main boards Rev. 03 (7A35T)  (UNTESTED),,,,shelf1,205,https://PARTSBOX.COM/ICQ791P9YZEGF4ATVNA9391EVFY,,
862-250ML,Solder Mask; Peelable; pink latex; anti-static; non corrosive; 8.8oz tube,,MG Chemicals,862-250ML,MECHANICAL AREA,3,https://PARTSBOX.COM/I6JX9NW40SEJNNA882DRYB8J44C,,
SPL-STATICBAG-01 (30023) (30023),"Anti-Static Bag 2x3""",,,30023,packaging area,698,https://PARTSBOX.COM/I09QA1EED22KX4A52PGS092J4J7,,
RCHIP-10K-0402 (RMCF0402FT10K0),Res Thick Film 0402 10K Ohm 1% 0.063W(1/16W) ±100ppm/C Pad SMD Automotive T/R,,Stackpole Electronics,RMCF0402FT10K0,,0,https://PARTSBOX.COM/I5VKJM4B03YK7V822ZRT9Z3B5CD,RCHIP-10K-0402,
ACM36US12,Power Supply AC-DC Desktop Medical&ITE 36W 12V@3A 90-264V Input,,XP Power,ACM36US12,shelf3,5,https://PARTSBOX.COM/I1DTQGB40EJG9PAXRD35DYQFV3C,,
NPCB-LNA-02,PCB for NPCA-LNA,,,,shelf5,8,https://PARTSBOX.COM/I3AC8MFND38H67BE46ATQ530P2S,,
NAE-CW312-TMP91FW27UG,CW312-TMP91FW27UG target,,,,shelf4,5,https://PARTSBOX.COM/I06RB2PFP6CKX0BBCXQQGYWMA77,,
5-1814400-1,CONN SMA JACK R/A 50 OHM PCB,SMA,TE Connectivity / AMP,5-1814400-1,shelf3,3,https://PARTSBOX.COM/I8KF4VRNFAJKWZ8YKEVC08SYF41,,
NAE-OASKG-AD,SAKURAG Adapter for OpenADC - Assembled & Tested,,,,,0,https://PARTSBOX.COM/IDM32KYT4AMJ1QARAGB22D041DR,,
RCHIP-51R-0603 (RC0603FR-0751RL),Res Thick Film 1.6 x 0.8 mm 51 Ohm 1% 0.1W(1/10W) 100ppm/ C Molded SMD Paper T/R,603,Yageo,RC0603FR-0751RL,Office 9,1674,https://PARTSBOX.COM/IEZ6Y3CY9EGGETARG0S1VDJX9AW,,
SPC02SXCN-RC,"2 C, Open Top, .100"" CC; No Mounting, 105 C, PBT; Phos Bronze, Gold Flash",,Sullins,SPC02SXCN-RC,shelf3,851,https://PARTSBOX.COM/I1CY3J4FPH2JB1B03QDWAJ0BCYK,,
EVQ-P7A01P,Switch Tactile N.O. SPST Rectangular Button Gull Wing 0.05A 12VDC 2.2N SMD Embossed T/R,,Panasonic,EVQ-P7A01P,shelf3,84,https://PARTSBOX.COM/I84KCWRXTN4GJDA10RHDFCTDJFF,,
99461A110,"4-20x1/4"" PHILLIP,SCREW - Thread Forming (Plastic),Packs of 50",,mcmaster-carr,,,0,https://PARTSBOX.COM/IEW8E9GFKXJH5XBFB43Y3XG3PRV,,
MJTP1230,Non-Lighted Pushbutton Switch Black Thermoplastic SPST 250AC,,APEM,MJTP1230,shelf4,54,https://PARTSBOX.COM/I33TT4SGC9GHMMBVHMW31Q4Y62J,,
NBOX-WHITE-7X4X1 (S-16524),S-16524,,ULINE,S-16524,large storage room,815,https://PARTSBOX.COM/IDR4KMJF9E6GFT9PZYJFQBYD8KB,,
SMBJ5.0A,TVSS; Diode; For Data/Comm; Industrial Equip; 65.3A; SMD; Solder Term; Clamp-V 9.2V,,Littelfuse,SMBJ5.0A,Office 9,878,https://PARTSBOX.COM/ICC7F4GR0ZRHXGBPNZF6ZVF7W2Z,,
LS E63B-BBCB-1-1-Z,LED Uni-Color Super Red 645nm 4-Pin PLCC T/R,,Osram Opto,LS E63B-BBCB-1-1-Z,"Bittele - CW520 Build,Parts Kit: ChipSHOUTER SMT,SMDREELRACK",2032,https://PARTSBOX.COM/I1K3C52EVMGKH98TX9QXDB8R8PN,,
NCABLE-CW557-XCABLE,Backshell (90 deg) Orientation 1,,,,shelf2,5,https://PARTSBOX.COM/I2ESEF7AGERKPD9B9QHBAJC01SQ,,
NAE-CW308T-LPC55S69,UFO TARGET LPC55S69 (TESTED),,,,shelf5,50,https://PARTSBOX.COM/I82BHV61Q1EKSZB03D09REPTYGR,,
SPL-STATICBAG-05 (30046) (30046),"Anti-Static Bag 4x6"".....Anti-Static Control Products 4 x 6"" pkg./100",,,30046,packaging area,1072,https://PARTSBOX.COM/I2W03VGMW0CHDQAQRQNHMW51A4Y,,
3165 (8156A17),Dow DOWSIL™ 3165 Fast Tack RTV Adhesive-Sealant Gray 305 mL Cartridge,,McMaster Carr,8156A17,MECHANICAL AREA,1,https://PARTSBOX.COM/I18XNJYX22EGPAA2RX7DV2VFE2D,,
CB-USB-C-C-6 (DH-20UE00062-NH),6 inch USB C-C Cable,,,DH-20UE00062-NH,shelf3,37,https://PARTSBOX.COM/I0JQ707DQEPKPYAH3DZ4R9P83Q9,,
CNA8,"Solder Mask, Chemask NA- Non-Ammoniated Solder Mask, 8 fl. oz. squeeze bottle | ITW Chemtronics CNA8",,Chemtronics,CNA8,MECHANICAL AREA,1,https://PARTSBOX.COM/ID7S7N4RG3GK5YBSNQ8GB1MRE5B,,
AD9215BRUZRL7-105,1-Channel Single ADC Pipelined 105Msps 10-bit Parallel 28-Pin TSSOP T/R,,Analog Devices,AD9215BRUZRL7-105,,0,https://PARTSBOX.COM/I0VWJX35T2TK3Y8PZVX7GJ2NNH1,,
920-0213-01,"Jumper Wire Female 7"" 100PCS (PURPLE)",,SchmartBoard,920-0213-01,,0,https://PARTSBOX.COM/IC7XDTGK398KQGAWQGTGKK8GDAX,,
NPCA-CWLITE-CAPTURE-01 (TESTED),ChipWhisperer-Lite Assembly Capture Board ONLY ( (TESTED),,,,,0,https://PARTSBOX.COM/IAWER91XV34H3297VMA7K2NT57J,,
NPCB-CW308T-EFR32MG21-02,PCB for CW308T-EFR32MG21-02,,,,,0,https://PARTSBOX.COM/I93FSWG3Z1YHED9D52ACB4HDA9H,,
MMB0207MC8203FB200,Res Thin Film 0207(2309) 820K Ohm 1% 1W ±50ppm/C Sulfur Resistant Melf Pad SMD T/R,,Vishay,MMB0207MC8203FB200,"Parts Kit: ChipSHOUTER SMT,shelf3",2344,https://PARTSBOX.COM/IBR96P4PDFCKYC847BCEYT6S5FG,,
ATSAM4LC2AA-AU,MCU 32-bit ARM Cortex M4 RISC 128KB Flash 3.3V 48-Pin TQFP Tray,,Microchip,ATSAM4LC2AA-AU,,0,https://PARTSBOX.COM/I6B9QHMQX8RG389K7J9ACZFR3XE,,
NPCB-CANOODLER-01,Canoodler PCB,,,,shelf5,155,https://PARTSBOX.COM/I4N2HDKRYB6HNV9T26PDF26YDKM,,
NPCA-CHIPSHOVER,CHIPSHOVER,,,,,0,https://PARTSBOX.COM/I14A4SRD5H4KRV9PY9FP9MG9V9W,,
HSHRINK-BLACK-1,1/8x1/32x10' BLACK,,,,shelf4,1,https://PARTSBOX.COM/IBNXRMVHAY8GX9BSXM8PXZ0S8JJ,,
74279224181,Ferrite Beads Multi-Layer Power 180Ohm 25% 100MHz 5A 10mOhm DCR 2220 T/R,,Wurth Elektronik,74279224181,Office 9,201,https://PARTSBOX.COM/I7JTC0ZNGCJJ9C88DSERFP6B5Q9,,
NPCA-CW1200-03,Main PCA for CW1200,,,,,0,https://PARTSBOX.COM/I1HAQR7HWHWGR79K1W89MJP24T7,,
3754/30 300,CBL RIBN 30COND 0.025 GRAY 50',,3M,3754/30 300,shelf2,1,https://PARTSBOX.COM/I8ZHGXPB0SWJ84AE1VEH2V8MQD9,,
NPCB-CW308T-25.4,"UFO PCB, Generic / 0.1"" hole spacing",,,,shelf5,249,https://PARTSBOX.COM/ICPV20Y6KQ6GY49MHHA5VCH8G5Y,,
TPS2110APWR,Power Muxes and Current Limited Switches Autoswitching Power Mux,,Texas Instruments,TPS2110APWR,Bittele - Consigned Parts,675,https://PARTSBOX.COM/I3QMKFMFSV0KB38B7MNQMWF67A8,,
CSHVR-KNOB-V3,Knob for ChipShover-One,,,,shelf2,12,https://PARTSBOX.COM/ICT92SD9B30G4C905F804WQN4FH,,
NLABEL-LPF,LOW PASS FILTER LABEL,,,,packaging area,195,https://PARTSBOX.COM/ICBZ0MYS8BCHZ5BWWEYJ52K4SZ0,,
78-22042,Stranded COPPER-20 AWG-100'-RED,,Philmore,78-22042,shelf4,1,https://PARTSBOX.COM/I5SXGHP7HZCKN4AYNY1H1PYX2FC,,
REG1117-3.3/2K5,,,,REG1117-3.3/2K5,shelf3,33,https://PARTSBOX.COM/I416NPJQF90JC6AW9X9HHY4CT2G,,
"ANTISTATIC-PINK-8X4""..............(S-1457) (S-1457)","4 x 8"" 4 Mil Anti-Static Reclosable Poly Bags",,,S-1457,packaging area,601,https://PARTSBOX.COM/ICRMEFWAX16HAVABRS7FNVW7NDA,,
NPCA-CW308T-STM32L5HWC,Daughter Cards & OEM Boards STM32L5 w/ Hardware Crypto Target for CW308 (UNTESTED),,,,shelf2,45,https://PARTSBOX.COM/I6MMRKSN3T2JNJARRFH91B87BB1,,
"PDZ10B,115","; Zener Voltage Typ, Vz:10V; Power Dissipation, Pd:400mW; Diode Case Style:SOD-323; No. of Pins:2",,Nexperia,"PDZ10B,115",Parts Kit: ChipSHOUTER SMT,38,https://PARTSBOX.COM/I7DD1YM7FJWJ7VBY36RGFE947AE,,
ATSAML11E16A-AUT,"RISC Microcontroller, 32-Bit, FLASH, CORTEX-M23 CPU, 32MHz, CMOS, PQFP32",,Microchip,ATSAML11E16A-AUT,,0,https://PARTSBOX.COM/I3CJFC04AAPGH397MS0V9T3FGTK,,
RCHIP-10K-0402 (RC0402FR-0710KL),RC Series 0402 0.063 W 10 kOhms ±1% ±100 ppm/°C SMT Thick Film Chip Resistor,402,Yageo,RC0402FR-0710KL,Office 9,16000,https://PARTSBOX.COM/IA7D42GTQKAHSTB7QB80JKKBVN0,RCHIP-10K-0402,
LCHIP-27u-0603 (AIML-0603-270KT),"Fixed Inductors 27000nH, 1mA Tol.=+/-5%",,,AIML-0603-270KT,Office 9,200,https://PARTSBOX.COM/I6Z4XDK5A3MH8CBM0YDFNX1YQNR,,
FT230XQ-T,"FT230XQ-T, USB Controller, 3MBd, USB 1.1, USB 2.0, 5 V, 16-Pin QFN",,FTDI,FT230XQ-T,shelf3,6,https://PARTSBOX.COM/I23RRBT0MJAGDCAZDVQPFP8BM6J,,
JUMP-2-RTALL (2-881545-2),"Post Shunt, Novo, 2 Position, 2.54mm, Red, Pin Header",,TE Connectivity,2-881545-2,shelf3,836,https://PARTSBOX.COM/IB906V6YF4MK8593KRQ7X1PNXDR,JUMP-2-RTALL,
W25Q32JVSSIQ TR,"3V 32M-Bit Serial Flash Memory With Dual, Quad SPI",,Winbond,W25Q32JVSSIQ TR,shelf3,26,https://PARTSBOX.COM/I2TWEPZ6SZAKTV81E1A6VRDZXC5,,
CDBA2100-G,Diode Schottky 100V 2A 2-Pin SMA T/R,,Comchip,CDBA2100-G,Parts Kit: ChipSHOUTER SMT,108,https://PARTSBOX.COM/IAGPRRQ5EARG9HBT3BCVNF832ER,,
NAE-CW520-UNIT,Chipshouter unit (TESTED),,,,,0,https://PARTSBOX.COM/I0EC1KDNGXAHB3AB68QAREQ47X9,,
RCHIP-220K-0402 (RC0402FR-07220KL),"SMD Chip Resistor, 220 kOhm, ï¿½ 1%, 63 mW, 0402 [1005 Metric], Thick Film, General Purpose",,Yageo,RC0402FR-07220KL,Office 9,9000,https://PARTSBOX.COM/I3H15WWVDZ6GGYBDARNT2YKK2A8,,
CB-Banana-36-BR (B-36-02),Test Lead 15A at 30VAC/60VDC 36.00 in. L Banana Plug End Beryllium Copper/PVC Lead,,Pomona Electronics,B-36-02,,0,https://PARTSBOX.COM/I7G3Y6YK120J9JB96XGPQXP5SSJ,,
MCP1703T-3302E/DB,IC REG LDO 3.3V 0.25A SOT223-3,,Microchip,MCP1703T-3302E/DB,shelf3,15,https://PARTSBOX.COM/ID20HDQJFVMHR289DRJSN3QZ3KV,,
NPCA-CWLITE-CAPTURE-01 (UNTESTED),ChipWhisperer-Lite Assembly Capture Board ONLY (UNTESTED),,,,shelf2,196,https://PARTSBOX.COM/IAB2SCPVE24GSPB0V9N6VRRGCN7,,
4MM/CCW COIL ASSEMBLED,4MM/CCW,,,,shelf3,1,https://PARTSBOX.COM/IA879WEV16YG5C9P5BNQ61GMMMM,,
CCHIP-10u-0805-16V_B (GRM21BR61C106KE15K),Cap Ceramic 10uF 16V X5R 10% SMD 0805 85°C Embossed T/R,,Murata,GRM21BR61C106KE15K,Office 9,1672,https://PARTSBOX.COM/IEZQTT5YAZWHE78K9N501Q7DEC6,CCHIP-10u-0805-16V,
NPCB-CW308T-CC2538-01,UFO TARGET CC2538 PCB,,,,shelf5,76,https://PARTSBOX.COM/IDA456Y1N2MJ3J8RHQM0KDK3WG3,,
4300H5LC,Green Ø5 mm 50° 2.3 mcd Diffused 1.8 V Domed Solid State LED Lamp - T-1 3/4,,VCC,4300H5LC,shelf4,50,https://PARTSBOX.COM/I8HWGS2AWTMJGD8M1N83MAPFHTX,,
802-10-008-10-001000,Conn Unshrouded Header HDR 8 POS 2.54mm Solder ST Thru-Hole,,Mill-Max,802-10-008-10-001000,shelf3,3,https://PARTSBOX.COM/I165CS30MP4KKQAK5F3Z8NQ7MY3,,
MT41K512M8DA-107 IT:P (MT41K512M8DA-107 XIT:P),DRAM Chip DDR3L SDRAM 4G-Bit 512Mx8 1.35V 78-Pin FBGA,,Micron,MT41K512M8DA-107 XIT:P,Office 9,266,https://PARTSBOX.COM/I77T2SJ6W8EHM2940G2WRH51K2R,,
CR2032,CR Series Ø 20 mm 3V 225 mAh Non-Rechargeable Lithium Coin Cell Battery,,Panasonic,CR2032,shelf3,20,https://PARTSBOX.COM/I4JSKQ169SGH3CBX72N954EQBWV,,
STUSB4500QTR,Super Speed USB Controller USB 1.2/USB 2.0 5V/9V/12V/15V/18V T/R 24-Pin QFN EP,QFN-24,STMicroelectronics,STUSB4500QTR,Office 9,380,https://PARTSBOX.COM/IE92S134PB8H1MAZ05HPTEXKC74,,
STM32L552ZET6,MCU 32-Bit STM32 ARM Cortex-M33F RISC 512KB Flash 1.71V to 3.6V 144-Pin LQFP,,STMicroelectronics,STM32L552ZET6,Office 9,350,https://PARTSBOX.COM/I2EANGEPDEPJ4MBCJ2B97317TY2,,
NAE-CW308T-EFR32MG21A,UFO TARGET EFR32MG21A TESTED,,,,shelf5,32,https://PARTSBOX.COM/I2EAZR3K6TWJWKBC8TM07Y70D11,,
NAE-OASKG-KIT,SAKURAG Adapter + OpenADC Bundle,,,,shelf5,2,https://PARTSBOX.COM/IDZFZ6AZA1MK9H9KMMEQD8YKBGB,,
RCHIP-1K-0603 (RC0603FR-071KL),RC Series 0603 0.1 W 1 kOhms 1% ±100 ppm/°C SMT Thick Film Chip Resistor,603,Yageo,RC0603FR-071KL,Office 9,2362,https://PARTSBOX.COM/IAC3MBGDTH2KMK9C3ET59415AM4,,
NSLEEVE-SONATA,SONATA sleeve cover,,,,shelf4,92,https://PARTSBOX.COM/IACRFH4ZW6JKKM8XJETX4A60N9N,,
NPCA-CW308T-STM32F-SOCKET64,UFO TARGET SOCKET REV.04 TQFP,,,,shelf2,10,https://PARTSBOX.COM/IA371NVSV4MHYGBZ0FWG06E1Y02,,
ATMEGA328P-PU,ATmega Series 20 MHz 32 KB Flash 2 KB SRAM 8-Bit Microcontroller - DIP-28,DIP-28,Microchip,ATMEGA328P-PU,shelf4,55,https://PARTSBOX.COM/I8RTN8Q2HK4GJ88XGNEY3DHSJQ2,,
NPCB-CW313-02,20-Pin to Card Edge,,,,shelf5,20,https://PARTSBOX.COM/ID1YYM47Y8PGNV8AW6YP0PAV5K2,,
GRM31A7U3A180JW31D,"Smd Multilayer Ceramic Capacitor, Grm Series, 18 Pf, 5%, U2J, 1 Kv, 1206 [3216 Metric] Rohs Compliant: Yes",,Murata,GRM31A7U3A180JW31D,Parts Kit: ChipSHOUTER SMT,103,https://PARTSBOX.COM/IF4JJGRD1CWGEY8A4SFXPZ6YCST,,
AC1206JR-130RL,Chip Resistor Automotive Grade Thick Film 1206 Jumper 0Ohm Paper T/R,,Yageo,AC1206JR-130RL,shelf3,98,https://PARTSBOX.COM/I01PDWXQC26J7G9FJ32J0D5YRK0,,
NAE-CW310-K410T/NOBOARD,"CW310 Kit - no board present, includes acc pack for K410T (spare fan)",,,,,0,https://PARTSBOX.COM/I4VRH1DF7Y2GJ6B2ZNTY6HWP78B,,
NAE-CW508-LPF20,"SMA Filter - Low-Pass, 20 MHz",,,,shelf4,1,https://PARTSBOX.COM/IAHPKXW6RG4J9TBSMBJCVB0FCAX,,
1MM/CCW COIL ASSEMBLED,1MM/CCW,,,,shelf3,1,https://PARTSBOX.COM/I6VJPX24KX2H0Z9C4QJ4BPYP6MW,,
CW571-CSMOUNT-02,"ChipShover Mount - Rev 02, EDM Version, PCBWay",,,,packaging area,25,https://PARTSBOX.COM/I8DDCQ9Y5K0HE9B60R450F9DWJA,,
F221B1/4 CL100,"Economical fit-221 bulk package, irradiated polyolefin",,Alpha Wire,F221B1/4 CL100,shelf3,7,https://PARTSBOX.COM/I5QJ0TV8F7CGR9AN0MN36P53MV2,,
TPS56520PWPR,"17V Input, 5A Synchronous Step-Down Regulator with Voltage Scaling 20-HTSSOP -40 to 85",,Texas Instruments,TPS56520PWPR,Office 9,360,https://PARTSBOX.COM/I775K102858K4T9WHT3G6VM6F7T,,
NAE-CW305-04-7A35-0. 50-X,"Artix 7A35 FPGA Target - 500 mOhm, No VCC",,,,,0,https://PARTSBOX.COM/IBP9RGTG1D0JPFAV11XCWPRYXYY,,
SCREW-4-40-THUMBSCREW (99607A211),,,McMaster Carr,99607A211,,0,https://PARTSBOX.COM/IEPE21KFKSRGG9891R0Q2SN6V4B,,
NAE-CW308T-K82F,UFO TARGET K82F TESTED,,,,shelf5,41,https://PARTSBOX.COM/I6D3HV04N3RGM984G8QBXRMW8Z9,,
PPK-29439,CUSTOMIZED PINK FOAM FOR CHIPSHOUTER UNIT,,,,large storage room,11,https://PARTSBOX.COM/I2BKC405TBCGWJ84SYMF6V1N3MS,,
JB CLEAR WELD (McMaster: 7605A18) (7605A18),"Structural Adhesive, Clear Epoxy, J-B Weld Clearweld, 0.85 oz. Syringe (J-B Weld 50112 6 Pack 0.85 oz. ClearWeld Syringe Quick Setting Epoxy, Clear)",,,7605A18,MECHANICAL AREA,11,https://PARTSBOX.COM/IDDH080XHWEGKC9SPBTT1G5RJ50,,
LT3080EST#PBF,LT3080 - Adjustable 1.1A Single Resistor Low Dropout Regulator,,Analog Devices,LT3080EST#PBF,Parts Kit: ChipSHOUTER SMT,312,https://PARTSBOX.COM/IEBKKMJ2WPAG7D8D12F1DG78YAK,,
LEDCHIP_0603_GREEN (APT1608CGCK),LED GREEN CLEAR 0603 SMD,,Kingbright,APT1608CGCK,Office 9,1158,https://PARTSBOX.COM/IF9KQ9DS1CWKAZ8TK0EZW3N1B73,,
LAN8720AI-CP-TR,LAN8720A Series 3.6 V Small Footprint RMII 10/100 Ethernet Transceiver - VQFN-24,QFN-24,Microchip,LAN8720AI-CP-TR,Office 9,296,https://PARTSBOX.COM/ICRFFHSBCKAJVC9DG4WNDTJF8BT,,
NPCB-CW308T-K82F-01,UFO TARGET K82F REV.1 PCB,,,,shelf5,80,https://PARTSBOX.COM/I8QCC0B29Z4GC08X33Z6SGJSP02,,
NBOX-BROWN-14x10x10,BROWN BOX,,,,large storage room,65,https://PARTSBOX.COM/I97ESV7VRB6KYB9QSJKSK4CC8EN,,
XCKU095-1FFVA1156C,FPGA Kintex UltraScale Family 1176000 Cells 20nm Technology 0.95V 1156-Pin FC-BGA Tray,,AMD,XCKU095-1FFVA1156C,Safe,26,https://PARTSBOX.COM/IE6KQVZDPHCHTEB63RB1NV59JFM,,
AP22802AW5-7,AP22802 Series 5.5 V 50 mO Single Channel High Side Power Switch - SOT-25,,Diodes Inc.,AP22802AW5-7,Office 9,1600,https://PARTSBOX.COM/I335N1NGQB6KEX9DENJFXYFMC34,,
SC0914(7),"ARM Microcontrollers - MCU IC RP2040 (RP2B2) T&R, 500 (7"" reel)",,Raspberry Pi,SC0914(7),Office 9,500,https://PARTSBOX.COM/IEY8YG91286JHV97P9RDS35F1AS,,
67996-104HLF,Conn Unshrouded Header HDR 4 POS 2.54mm Solder ST Top Entry Thru-Hole BergStik® Bulk,,Amphenol Communications Solutions,67996-104HLF,shelf4,77,https://PARTSBOX.COM/IFZX6RYN4RWJSA9ZCAMZQ7BVEYR,,
NPCA- SONATA,SONATA Rev. 09,,,,shelf1,87,https://PARTSBOX.COM/I90RZJT4RVEJ2EASK7VX4JHCF8C,,
XAL1060-222MEC,"General Purpose Inductor, 2.2uH, 20%, 1 Element, Composite-Core, SMD, 4439",,Coilcraft,XAL1060-222MEC,,0,https://PARTSBOX.COM/IAE944Y9YWTJ6CBJD98TKSER92N,,
FT2232HQ,USB Hi-Speed to Dual Channel Serial UART/FIFO/JTAG/SPI/I2C IC - QFN-64,,FTDI,FT2232HQ,Office 9,250,https://PARTSBOX.COM/I1ZZT922HNRGJX82FBS2VXFZZ4N,,
SONATA STICKER MULE,STICKER MULE,,,,shelf4,18,https://PARTSBOX.COM/IFPH5EPJC8JJGKAE5NKPBE6CQXJ,,
NPCA-CW308T-MPC5676R (UNTESTED),UFO TARGET BOARD MPC5676R,,,,,0,https://PARTSBOX.COM/I4E4W9AC3ARG65A1S7QS8DS68CB,,
NLABEL-CW1200-CASE-END,CW1200 case end side cover labels A&B,,,,shelf3,34,https://PARTSBOX.COM/I54T6K45QWMHCX93PQH9C21ZGKN,,
HSHRINK-BLACK-9 (F221B3/4 BK207),Thin Wall Heat Shrink Tubing Black Polyolefin Non-Lined 4.00 ft,,Alpha Wire,F221B3/4 BK207,shelf4,1,https://PARTSBOX.COM/I0GHG8EWA96JBNBK3XR4HT9WFDD,,
OLD-CON-SMAM-EDGE-01-REMOVED-AS-WRONG-LINK (5-1814832-1),SMA 50 O Female Straight PCB Socket Threaded RF Jack Connector,,TE Connectivity,5-1814832-1,,0,https://PARTSBOX.COM/I4D1MTXSTMWJHY9VHQDZEH3PFY7,,
AC30MNA,AC Power Cords AC Power Cord - US - Three Wire - C5,,Phihong,AC30MNA,shelf3,4,https://PARTSBOX.COM/I9B0JYR9R4WHVF89SHXDAXKZJ85,,
S-19857,"10 X 10 X 6"" LIGHTWEIGHT 32 ECT CORRUGATED BOXES",,,,large storage room,100,https://PARTSBOX.COM/I8B9XR1M8JYHV183RG8HP4H6F9M,,
NCABLE-CW557-ZCABLE,Backshell (straight),,,,shelf2,5,https://PARTSBOX.COM/IBRQ7EG27HEHP0BGV678Y7G9T62,,
CCHIP-22u-0805-16V (CL21A226M0CLRNC),,,,CL21A226M0CLRNC,Office 9,4000,https://PARTSBOX.COM/IDBQWYVAN1TJBRB81ZK1X1VVWBK,,
NAE-CW308T-STM32F-SOCKET64,UFO TARGET STM32F-SOCKET 64 (TQFP) (TESTED),,,,shelf5,47,https://PARTSBOX.COM/IEY810QMWMYGZCAYTBJWWH19RTD,,
CB-SMAMM-6RA,CABLE MM-RA,,,,,0,https://PARTSBOX.COM/I4GW9FJGHF2KTX9W4F24JED2S4X,,
1N4149TR,Diode Ultra Fast Recovery Rectifier 100V 0.5A 2-Pin DO-35 T/R,,onsemi,1N4149TR,PROTO,10,https://PARTSBOX.COM/IFD6YAY3SARHDD999FEADKWNC22,,
RCHIP-680K-0402 (RC0402FR-07680KL),Res Thick Film 1.0 x 0.5 mm 680K Ohm 1% 0.063W(1/16W) 100ppm/ C Molded SMD Paper T/R,,Yageo,RC0402FR-07680KL,Office 9,9000,https://PARTSBOX.COM/I50VRGT65NEGANAD0EY0SMVE2SG,,
USB2534I-1080AEN,Low Speed/Full Speed/High Speed Hub Controller USB 2.0 3.3V Tray 36-Pin SQFN EP,,Microchip,USB2534I-1080AEN,Office 9,145,https://PARTSBOX.COM/I1C3TRSA5K8HWN8GW5TAPN37ESG,,
RCHIP-1K5-0603 (RC0603FR-071K5L),Res Thick Film 1.6 x 0.8 mm 1.5K Ohm 1% 0.1W(1/10W) 100ppm/ C Molded SMD Paper T/R,603,Yageo,RC0603FR-071K5L,Office 9,4794,https://PARTSBOX.COM/ID9X0HD66NJJEK9PMS70EN3JCPG,,
NPCB-OASKG-01,PCB: SAKURAG Adapter for OpenADC,,,,shelf4,18,https://PARTSBOX.COM/ICJQD7PZJTTH9BBSGN5B77F6WGG,,
